ID,TICKET_SIZE,USER_ID,DISTRICT_ID,CREATED_AT,ORDER_STATUS,WAREHOUSE_ID
7293,1396,8258,571,2023-01-01T19:16:39,delivered,8
7320,2579,6245,591,2023-01-01T19:17:54,delivered,13
7338,2709,429,1159,2023-01-01T19:18:50,delivered,17
7367,1951,633,405,2023-01-01T19:20:14,delivered,11
7369,1900,2212,550,2023-01-01T19:20:54,delivered,13
7405,1125,5550,548,2023-01-01T19:21:27,delivered,14
7432,686,6247,593,2023-01-01T19:23:59,cancelled,13
7467,1566,6246,593,2023-01-01T19:25:01,delivered,13
7493,2570,739,559,2023-01-01T19:25:38,delivered,14
7593,6642,5639,591,2023-01-01T19:27:07,delivered,13
7691,2368,6279,591,2023-01-01T19:32:10,delivered,13
7708,826,6283,564,2023-01-01T19:35:07,delivered,13
7773,2543,5085,441,2023-01-01T19:36:03,delivered,12
7828,14545,8224,587,2023-01-01T19:45:55,delivered,8
7855,1265,5416,551,2023-01-01T19:55:22,delivered,4
7955,0,8308,578,2023-01-01T19:57:16,cancelled,1
8021,2270,634,269,2023-01-01T20:02:26,delivered,11
8073,940,7763,669,2023-01-01T20:11:11,delivered,5
8108,889,4839,586,2023-01-01T20:30:28,Failed,2
8136,5030,8079,668,2023-01-01T20:35:05,delivered,5
8161,1616,8082,592,2023-01-01T20:35:09,delivered,1
8164,1962,8106,829,2023-01-01T20:37:39,delivered,19
8263,1614,6314,572,2023-01-01T20:37:39,delivered,14
8297,466,2396,539,2023-01-01T20:39:27,delivered,14
8304,1145,8153,548,2023-01-01T20:41:01,delivered,14
8332,960,8175,999,2023-01-01T20:41:57,delivered,8
8350,1284,8181,590,2023-01-01T20:42:31,delivered,14
8443,251,8237,590,2023-01-01T20:47:17,Failed,18
8447,1501,8297,551,2023-01-01T20:48:53,delivered,4
8475,1257,3247,539,2023-01-01T20:55:27,Failed,8
8570,803,8266,537,2023-01-01T20:56:12,delivered,14
8579,5376,8205,593,2023-01-01T20:58:29,delivered,13
8675,961,6222,552,2023-01-01T20:58:56,delivered,14
8687,5878,678,269,2023-01-01T20:59:44,delivered,11
8714,3398,3943,565,2023-01-01T21:05:27,delivered,13
8781,6210,8336,583,2023-01-01T21:05:53,cancelled,33
8810,892,8382,1195,2023-01-01T21:11:49,delivered,7
8887,1720,5522,543,2023-01-01T21:16:16,cancelled,14
8921,1217,4436,1159,2023-01-01T21:18:43,delivered,17
8940,10721,2895,569,2023-01-01T21:20:43,cancelled,21
8985,1175,2975,451,2023-01-01T21:52:00,cancelled,7
9074,3728,3211,432,2023-01-01T22:20:21,delivered,9
9106,1775,5523,587,2023-01-01T22:21:52,cancelled,8
9149,1346,4029,551,2023-01-01T22:26:53,cancelled,4
9247,21685,6971,572,2023-01-01T22:42:56,cancelled,14
9292,3618,7857,999,2023-01-01T22:50:23,delivered,7
9359,3218,6048,581,2023-01-01T22:56:16,delivered,2
9390,2019,2809,571,2023-01-01T22:59:08,cancelled,8
9487,11430,7148,539,2023-01-01T23:15:38,cancelled,8
9495,1391,7147,275,2023-01-01T23:26:42,cancelled,11
9554,1292,3221,578,2023-01-02T00:04:49,delivered,4
9566,2212,3238,1161,2023-01-02T00:10:16,cancelled,17
9656,3761,3143,585,2023-01-02T00:48:22,delivered,21
9729,671,3191,444,2023-01-02T00:52:32,delivered,12
9761,1298,2183,587,2023-01-02T00:54:37,delivered,8
9770,2368,3199,1161,2023-01-02T00:54:46,delivered,17
9834,251,3356,578,2023-01-02T01:03:12,delivered,20
9932,1659,3391,829,2023-01-02T01:05:38,delivered,19
10024,1363,3031,531,2023-01-02T01:06:07,delivered,1
10122,1649,3249,664,2023-01-02T01:07:44,delivered,15
10221,2282,3148,666,2023-01-02T01:09:19,Failed,5
10234,911,3250,553,2023-01-02T01:10:11,delivered,4
10272,1451,3390,550,2023-01-02T01:10:56,cancelled,21
10295,1525,1046,457,2023-01-02T01:13:38,delivered,11
10333,3713,3238,1161,2023-01-02T01:15:09,cancelled,17
10419,923,3536,534,2023-01-02T01:18:40,cancelled,1
10432,1382,3390,550,2023-01-02T01:19:48,delivered,21
10461,2726,3552,1260,2023-01-02T01:22:05,delivered,23
10490,1503,3647,303,2023-01-02T01:39:59,delivered,3
10537,1706,3650,551,2023-01-02T01:40:18,delivered,4
10590,2627,3652,572,2023-01-02T01:42:06,delivered,14
10622,970,3535,543,2023-01-02T01:43:09,delivered,14
10667,1270,3654,550,2023-01-02T01:44:29,cancelled,21
10700,1384,3726,578,2023-01-02T01:45:31,cancelled,4
10796,2346,3734,1159,2023-01-02T01:50:27,delivered,17
10828,1524,4483,290,2023-01-02T02:19:10,delivered,9
10833,8222,2999,593,2023-01-02T02:27:57,delivered,13
10868,883,3029,666,2023-01-02T02:30:27,delivered,5
10930,3013,3045,565,2023-01-02T02:32:46,delivered,1
10946,1241,280,543,2023-01-02T02:34:06,delivered,14
10957,1483,3099,602,2023-01-02T02:36:52,delivered,9
11031,626,3108,550,2023-01-02T02:37:42,delivered,29
11044,4351,3155,549,2023-01-02T02:41:17,cancelled,8
11091,5972,3402,455,2023-01-02T02:41:43,delivered,7
11094,2505,3477,551,2023-01-02T02:46:01,delivered,4
11124,1214,3735,497,2023-01-02T02:49:03,delivered,12
11139,1789,3608,1159,2023-01-02T02:51:11,delivered,17
11142,348,2918,581,2023-01-02T03:07:35,delivered,18
11223,4594,2892,553,2023-01-02T03:28:00,delivered,4
11290,1944,2896,567,2023-01-02T03:30:02,delivered,2
11370,816,2918,581,2023-01-02T03:30:16,delivered,2
11405,1720,2992,1260,2023-01-02T03:35:24,delivered,23
11481,1119,3016,666,2023-01-02T03:37:06,delivered,5
11555,1959,3037,270,2023-01-02T04:13:22,delivered,11
11608,1429,1456,531,2023-01-02T04:24:25,delivered,10
11626,5204,6963,550,2023-01-02T05:10:32,cancelled,21
11700,5935,7487,536,2023-01-02T05:16:45,delivered,14
11721,460,3743,584,2023-01-02T06:32:51,cancelled,28
11738,870,3750,586,2023-01-02T06:42:52,delivered,2
11790,4012,3773,669,2023-01-02T06:54:30,delivered,5
11855,1676,3811,586,2023-01-02T07:04:58,delivered,2
11929,1058,3839,442,2023-01-02T07:07:16,delivered,12
11942,3068,3468,578,2023-01-02T07:46:14,delivered,4
12025,1581,4050,592,2023-01-02T07:50:19,delivered,24
12038,930,4050,592,2023-01-02T07:50:19,delivered,10
12072,6724,4124,541,2023-01-02T08:04:17,delivered,4
12113,3000,4136,531,2023-01-02T08:07:26,cancelled,1
12176,4117,4197,591,2023-01-02T08:09:24,delivered,13
12178,418,4197,591,2023-01-02T08:09:24,delivered,29
12243,1977,4224,590,2023-01-02T08:13:26,delivered,2
12255,1166,4234,275,2023-01-02T08:16:22,cancelled,11
12315,16247,4337,550,2023-01-02T08:18:43,cancelled,26
12356,1007,4342,586,2023-01-02T08:22:17,delivered,2
12398,990,2254,534,2023-01-02T08:37:35,delivered,4
12427,1668,5637,565,2023-01-02T08:43:47,delivered,1
12447,1581,4956,552,2023-01-02T08:44:26,delivered,14
12474,3134,4975,578,2023-01-02T08:45:39,delivered,4
12533,1536,5169,584,2023-01-02T08:52:40,delivered,4
12596,2448,5259,170,2023-01-02T08:54:09,delivered,3
12640,1968,5540,547,2023-01-02T08:55:16,delivered,13
12729,10266,5564,572,2023-01-02T08:57:47,delivered,14
12827,3541,5666,700,2023-01-02T08:59:58,delivered,5
12873,1637,5704,700,2023-01-02T09:00:57,delivered,5
12891,1605,5799,565,2023-01-02T09:02:38,delivered,13
12895,1205,5857,167,2023-01-02T09:05:15,cancelled,3
12951,1178,6044,584,2023-01-02T09:06:31,Failed,4
12997,837,7741,1065,2023-01-02T09:13:57,delivered,19
13017,1926,7765,700,2023-01-02T09:17:28,delivered,5
13058,1038,7784,288,2023-01-02T09:17:44,Failed,9
13081,880,7836,706,2023-01-02T09:23:13,delivered,9
13140,2904,7854,530,2023-01-02T09:24:05,delivered,4
13207,4210,3759,536,2023-01-02T09:58:32,delivered,14
13302,1372,3845,269,2023-01-02T10:00:51,delivered,11
13308,3482,3840,592,2023-01-02T10:02:51,delivered,1
13394,981,3218,551,2023-01-02T10:07:34,cancelled,4
13409,2296,2714,581,2023-01-02T10:10:20,cancelled,2
13417,3385,4125,405,2023-01-02T10:10:35,delivered,11
13461,1514,4482,829,2023-01-02T10:15:34,delivered,19
13533,834,6380,168,2023-01-02T10:20:41,cancelled,3
13597,1845,231,598,2023-01-02T10:22:00,cancelled,7
13642,2566,4793,295,2023-01-02T10:23:35,Failed,9
13651,2140,4822,670,2023-01-02T10:23:46,delivered,5
13677,391,4881,552,2023-01-02T10:25:49,cancelled,14
13735,1348,5549,584,2023-01-02T10:30:06,cancelled,4
13747,1590,7118,1194,2023-01-02T10:30:44,delivered,7
13758,2141,5614,453,2023-01-02T10:31:21,cancelled,7
13823,2399,5641,401,2023-01-02T10:31:23,delivered,12
13862,1095,6006,405,2023-01-02T10:33:43,delivered,11
13864,2065,7152,586,2023-01-02T10:35:31,delivered,2
13900,925,1136,536,2023-01-02T10:38:12,delivered,14
13954,3881,7641,400,2023-01-02T10:43:51,delivered,3
13987,4025,5732,553,2023-01-02T10:57:25,delivered,4
14029,16832,3846,865,2023-01-02T10:59:46,delivered,7
14072,3100,3803,531,2023-01-02T11:03:44,delivered,1
14102,2505,4794,530,2023-01-02T11:04:19,delivered,4
14156,2088,5551,444,2023-01-02T11:06:31,delivered,12
14248,2143,5615,566,2023-01-02T11:06:38,delivered,14
14333,1135,5640,457,2023-01-02T11:08:05,cancelled,11
14385,1140,604,581,2023-01-02T11:08:32,delivered,2
14414,251,6004,592,2023-01-02T11:08:45,delivered,32
14443,1667,7764,581,2023-01-02T11:10:53,delivered,2
14493,1040,2034,549,2023-01-02T11:15:27,delivered,8
14529,4016,6005,595,2023-01-02T11:18:31,delivered,3
14550,1635,7785,1195,2023-01-02T11:19:31,delivered,7
14633,1131,4914,555,2023-01-02T11:23:37,cancelled,8
14667,3516,1915,586,2023-01-02T11:26:22,delivered,2
14740,1603,7151,584,2023-01-02T11:28:28,delivered,4
14832,1214,7150,557,2023-01-02T11:30:10,delivered,4
14867,1131,4914,555,2023-01-02T11:32:36,delivered,8
14953,2585,7574,297,2023-01-02T11:36:37,delivered,9
15010,2450,3151,550,2023-01-02T11:37:05,delivered,24
15102,1056,6669,578,2023-01-02T11:39:02,delivered,4
15139,835,6985,583,2023-01-02T11:41:02,delivered,25
15217,1500,739,559,2023-01-02T11:41:59,cancelled,14
15244,804,7662,550,2023-01-02T11:42:03,delivered,21
15267,2003,7952,578,2023-01-02T11:42:59,delivered,4
15304,4008,7977,545,2023-01-02T11:43:38,delivered,14
15316,1888,8008,532,2023-01-02T11:44:48,delivered,2
15416,1666,6437,547,2023-01-02T11:45:47,cancelled,26
15425,1211,6408,497,2023-01-02T11:56:39,delivered,12
15464,2792,6417,894,2023-01-02T11:58:30,delivered,15
15535,2260,103,593,2023-01-02T11:58:46,cancelled,26
15545,7921,4882,593,2023-01-02T11:59:08,delivered,13
15607,1789,6525,542,2023-01-02T11:59:50,delivered,14
15689,1924,6561,595,2023-01-02T11:59:59,delivered,3
15724,802,6592,290,2023-01-02T12:00:01,delivered,9
15802,1193,6680,592,2023-01-02T12:00:01,delivered,1
15816,880,6458,668,2023-01-02T12:18:20,delivered,5
15910,3063,6526,553,2023-01-02T12:18:41,delivered,4
15912,1216,6562,565,2023-01-02T12:18:53,delivered,13
15971,84,6679,531,2023-01-02T12:19:19,delivered,32
16003,143,6679,531,2023-01-02T12:19:19,delivered,32
16055,2860,7594,586,2023-01-02T12:20:41,delivered,2
16097,3177,7604,587,2023-01-02T12:20:55,delivered,8
16117,1290,7663,547,2023-01-02T12:22:22,delivered,13
16192,1015,5477,404,2023-01-02T12:22:26,delivered,9
16231,1063,8014,551,2023-01-02T12:22:28,delivered,4
16241,914,5385,167,2023-01-02T12:35:15,delivered,3
16258,1145,6629,630,2023-01-02T12:35:36,delivered,15
16329,1462,6969,531,2023-01-02T12:35:57,cancelled,1
16344,1490,7593,549,2023-01-02T12:36:20,delivered,8
16368,1437,7639,269,2023-01-02T12:36:38,delivered,11
16411,1483,6649,551,2023-01-02T12:49:55,delivered,4
16508,1484,5769,539,2023-01-02T12:50:38,delivered,10
16591,883,7580,591,2023-01-02T12:50:51,delivered,13
16635,895,7595,663,2023-01-02T12:51:11,delivered,15
16701,1484,6630,572,2023-01-02T12:55:03,delivered,14
16705,801,6631,404,2023-01-02T12:55:14,delivered,9
16740,7941,6974,565,2023-01-02T13:02:28,cancelled,1
16778,5790,2798,401,2023-01-02T15:23:33,delivered,12
16855,887,2831,578,2023-01-02T15:43:29,cancelled,4
16865,2805,3541,590,2023-01-02T16:25:25,cancelled,14
16879,1665,6664,590,2023-01-02T21:15:50,cancelled,14
16891,1813,5958,593,2023-01-02T21:29:23,cancelled,26
16923,1104,2778,581,2023-01-02T21:52:55,cancelled,2
16934,2150,6759,442,2023-01-02T22:05:46,cancelled,12
16967,5996,6996,664,2023-01-02T22:18:28,cancelled,15
17000,4571,2753,591,2023-01-02T23:30:24,cancelled,26
17024,2645,2755,592,2023-01-03T07:04:38,cancelled,1
17115,1078,2765,590,2023-01-03T09:18:01,cancelled,14
17136,68,6276,287,2023-01-03T18:41:58,delivered,27
17193,119,6223,294,2023-01-03T19:06:46,delivered,27
17251,3494,4792,167,2023-01-03T21:38:30,delivered,3
17331,1808,5829,584,2023-01-03T22:57:08,cancelled,4
17372,2970,4617,445,2023-01-03T23:57:48,delivered,1
17420,4338,3953,593,2023-01-04T03:28:34,delivered,13
17452,2990,5541,578,2023-01-04T11:04:47,delivered,4
17479,5370,5723,730,2023-01-04T11:58:29,delivered,5
17494,1139,4673,629,2023-01-04T12:48:04,delivered,15
17509,2242,3019,558,2023-01-04T12:56:14,delivered,1
17520,1014,8312,444,2023-01-04T13:27:18,delivered,12
17617,1516,4499,531,2023-01-04T13:48:24,Failed,1
17705,1735,453,444,2023-01-04T13:57:38,delivered,12
17722,1121,6034,663,2023-01-04T14:38:53,delivered,15
17742,2037,913,592,2023-01-04T15:06:39,delivered,1
17833,614,6001,595,2023-01-04T15:18:04,delivered,3
17852,927,3254,439,2023-01-04T15:26:08,delivered,9
17882,1268,7373,717,,delivered,11
17943,1154,7092,539,2023-01-04T16:15:57,delivered,8
17980,1662,445,167,2023-01-04T16:31:17,delivered,3
18000,701,2859,669,2023-01-04T16:36:45,delivered,5
18007,2531,8334,400,2023-01-04T16:50:14,delivered,3
18033,800,823,1194,2023-01-04T17:07:56,delivered,7
18125,1311,5977,306,2023-01-04T17:16:08,delivered,3
18161,3683,3567,581,2023-01-04T17:46:16,delivered,2
18253,6359,154,547,2023-01-04T18:03:20,delivered,13
18338,963,5438,432,2023-01-04T18:06:27,delivered,9
18382,1510,4386,539,2023-01-04T19:38:54,delivered,8
18465,2416,3076,1037,2023-01-04T20:21:57,delivered,19
18467,2690,6109,576,2023-01-04T21:05:53,delivered,14
18496,4227,5758,398,2023-01-04T21:10:02,delivered,3
18498,4331,448,217,2023-01-04T21:10:16,delivered,3
18569,3486,7557,552,2023-01-04T21:11:27,delivered,14
18661,3001,3007,572,2023-01-04T21:13:23,delivered,14
18684,2132,1547,555,2023-01-04T21:14:26,delivered,8
18750,2731,5208,584,2023-01-04T21:16:17,Failed,4
18825,802,5249,566,2023-01-04T21:17:45,delivered,14
18892,2570,764,612,,delivered,9
18907,4483,7207,581,2023-01-04T21:21:50,delivered,2
18970,8553,4836,301,2023-01-04T21:58:02,delivered,3
19008,7383,3722,592,2023-01-04T21:58:14,delivered,1
19071,501,3722,592,2023-01-04T21:58:14,delivered,10
19081,14241,4674,565,2023-01-04T22:00:42,delivered,13
19106,3071,5362,592,2023-01-04T22:04:07,delivered,1
19162,2863,5891,592,2023-01-04T22:10:32,delivered,1
19198,3263,968,539,2023-01-04T22:15:11,delivered,8
19210,1373,7060,537,2023-01-04T22:19:31,cancelled,14
19301,1681,4405,550,2023-01-04T22:28:00,delivered,21
19331,7371,4107,567,2023-01-04T22:32:12,delivered,2
19398,1669,3012,591,2023-01-04T22:33:49,delivered,13
19406,11389,831,531,2023-01-04T22:35:43,delivered,1
19441,2102,2880,593,2023-01-04T22:42:21,delivered,13
19526,1073,5932,550,2023-01-04T22:44:15,delivered,21
19532,1212,4436,1159,2023-01-04T22:47:13,delivered,17
19597,14619,4529,571,2023-01-04T22:49:06,delivered,8
19602,2735,6272,555,2023-01-04T22:52:08,delivered,8
19650,3152,711,549,2023-01-04T22:59:20,delivered,8
19731,814,5887,549,2023-01-04T23:05:59,delivered,8
19783,9008,8306,1198,2023-01-04T23:07:59,delivered,12
19849,3352,4493,541,2023-01-04T23:12:07,delivered,4
19881,3773,3386,531,2023-01-04T23:13:44,delivered,1
19893,1718,4506,702,2023-01-04T23:14:45,delivered,13
19961,8531,4039,545,2023-01-04T23:18:49,delivered,14
19977,2620,4497,586,2023-01-04T23:30:38,delivered,2
19997,4394,7845,581,2023-01-04T23:33:54,delivered,2
20076,2833,2003,552,2023-01-04T23:47:50,delivered,14
20139,889,8211,229,2023-01-04T23:56:44,delivered,3
20142,3054,5214,572,2023-01-05T00:02:02,delivered,14
20211,5959,6343,592,2023-01-05T00:16:09,delivered,1
20251,2308,3563,585,2023-01-05T00:21:54,delivered,21
20334,15668,5211,581,2023-01-05T00:28:24,delivered,2
20335,1053,3144,582,2023-01-05T00:31:59,delivered,14
20374,2528,3845,269,2023-01-05T00:39:12,delivered,11
20383,5994,4843,593,2023-01-05T00:51:56,delivered,13
20458,1819,7546,589,2023-01-05T00:53:12,delivered,4
20473,11839,4968,550,2023-01-05T00:55:08,delivered,21
20518,4912,2977,543,2023-01-05T00:55:35,delivered,14
20573,1887,6107,576,2023-01-05T01:19:23,delivered,14
20648,3111,3736,860,2023-01-05T01:19:58,delivered,19
20737,6396,4840,590,2023-01-05T01:24:18,delivered,14
20791,6926,6344,592,2023-01-05T01:36:22,delivered,1
20870,5910,592,567,2023-01-05T01:53:04,delivered,2
20882,2106,5121,405,2023-01-05T02:00:59,delivered,11
20950,1502,947,565,2023-01-05T02:08:30,delivered,13
20956,1905,4399,669,2023-01-05T02:10:43,delivered,5
20957,7607,3613,577,2023-01-05T02:15:07,delivered,2
21023,3202,2738,565,2023-01-05T02:18:14,cancelled,26
21025,8303,4640,556,2023-01-05T02:20:13,delivered,14
21056,6936,2997,591,2023-01-05T02:23:10,delivered,13
21059,7389,5059,558,2023-01-05T02:23:35,delivered,1
21143,794,5480,585,2023-01-05T02:30:04,delivered,21
21172,3230,2873,549,2023-01-05T02:49:17,delivered,8
21250,4598,1172,562,2023-01-05T03:15:12,delivered,14
21262,880,3976,547,2023-01-05T03:25:34,delivered,24
21335,1791,3976,547,2023-01-05T03:25:34,delivered,13
21425,3409,4579,550,2023-01-05T03:57:05,delivered,21
21515,5479,3843,593,2023-01-05T04:39:44,delivered,13
21540,3579,6187,531,2023-01-05T05:11:37,delivered,1
21545,2978,5023,668,2023-01-05T05:30:39,delivered,5
21590,2094,8123,593,2023-01-05T05:55:07,cancelled,26
21633,6355,6511,586,2023-01-05T06:00:53,delivered,2
